animal_type,primary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,outcome_date,outcome_type,outcome_is_dead,geopoint,adopted,age,month,season
cat,black,Female,2024-09-24,2024-10-10,under age/weight,stray,otc,2024-11-18,disposal,FALSE,"33.817107, -118.1752567",No,0,11,Fall
rabbit,brown,Spayed,2017-11-23,2019-11-23,normal,stray,otc,2019-11-30,rescue,FALSE,"33.8171036, -118.1752462",No,7,11,Fall
cat,tortie,Spayed,2019-03-11,2019-07-11,fractious,stray,field,2019-09-18,"shelter, neuter, return",FALSE,"33.8172425, -118.2119827",No,6,09,Fall
cat,black,Unknown,2017-03-13,2017-03-15,under age/weight,stray,field,2017-03-15,euthanasia,TRUE,"33.8172425, -118.2119827",No,8,03,Spring
cat,gray,Spayed,2016-07-28,2017-03-15,normal,stray,field,2017-03-29,"shelter, neuter, return",FALSE,"33.8172425, -118.2119827",No,8,03,Spring
cat,chocolate,Male,2017-05-01,2017-06-01,under age/weight,stray,field,2017-06-02,rescue,FALSE,"33.8172708, -118.1772007",No,7,06,Summer
dog,cream,Spayed,2010-07-03,2017-01-29,normal,stray,otc,2017-01-29,return to owner,FALSE,"33.7914427, -118.0755127",No,14,01,Winter
cat,brown  tabby,Neutered,2020-05-30,2020-10-30,under age/weight,stray,trap,2020-11-18,adoption,FALSE,"33.817104, -118.1989132",Yes,4,11,Fall
cat,orange tabby,Neutered,2019-06-09,2019-08-09,normal,stray,otc,2019-08-21,adoption,FALSE,"33.8170954, -118.2111173",Yes,5,08,Summer
cat,orange tabby,Spayed,2016-07-26,2019-07-26,normal,stray,otc,2019-07-31,"shelter, neuter, return",FALSE,"33.8170954, -118.2111173",No,8,07,Summer
cat,calico,Unknown,2021-03-23,2021-04-07,under age/weight,stray,field,2021-04-07,rescue,FALSE,"33.7717231, -118.1535206",No,4,04,Spring
dog,tricolor,Female,2007-01-23,2020-01-23,aged,stray,otc,2020-01-29,return to owner,FALSE,"33.8626828, -118.152933",No,18,01,Winter
dog,black,Spayed,2009-09-18,2017-06-10,normal,stray,field,2017-06-10,return to owner,FALSE,"33.8720719, -118.1546083",No,15,06,Summer
cat,black,Male,2016-03-20,2017-03-20,ill mild,stray,field,2017-03-26,transfer,FALSE,"33.8720719, -118.1546083",No,9,03,Spring
dog,tan,Female,2017-10-30,2018-03-30,normal,stray,otc,2018-04-05,transfer,FALSE,"33.8763519, -118.154485",No,7,04,Spring
dog,brown,Neutered,2017-03-01,2020-03-01,normal,stray,otc,2020-03-11,transfer,FALSE,"33.7611846, -118.1544278",No,8,03,Spring
dog,white,Spayed,2022-09-14,2024-09-14,normal,stray,otc,2024-09-26,adoption,FALSE,"33.7895563, -118.1532769",Yes,2,09,Fall
cat,calico,Female,2023-10-04,2023-11-01,under age/weight,stray,otc,2023-12-06,adoption,FALSE,"33.8173554, -118.0955774",Yes,1,12,Winter
cat,cream,Female,2023-10-04,2023-11-01,i/i report,stray,otc,2023-12-02,adoption,FALSE,"33.8173554, -118.0955774",Yes,1,12,Winter
dog,white,Female,2019-01-05,2020-01-04,normal,stray,otc,2020-01-05,return to owner,FALSE,"33.8039415, -118.1534725",No,6,01,Winter
dog,black,Spayed,2022-10-02,2023-04-02,under age/weight,stray,otc,2023-04-08,adoption,FALSE,"33.8615457, -118.1533504",Yes,2,04,Spring
dog,brown,Male,2009-10-11,2017-10-11,injured  severe,stray,field,2017-11-08,rescue,FALSE,"33.8171007, -118.2100256",No,15,11,Fall
dog,white,Neutered,2018-01-05,2019-01-05,behavior  mild,owner surrender,field,2019-02-01,adoption,FALSE,"33.8171007, -118.2100256",Yes,7,02,Winter
cat,orange,Neutered,2013-12-03,2019-12-03,injured  severe,stray,field,2020-01-18,rescue,FALSE,"33.817123, -118.1730712",No,11,01,Winter
bird,brown,Unknown,2017-11-12,2018-11-12,injured  moderate,wildlife,field,2018-11-12,rescue,FALSE,"33.8170973, -118.2089294",No,7,11,Fall
dog,blue brindle,Male,2023-08-01,2024-02-14,normal,stray,otc,2024-02-16,return to owner,FALSE,"33.8173355, -118.2076879",No,1,02,Winter
dog,white,Neutered,2008-10-16,2020-05-14,normal,stray,otc,2020-05-15,return to owner,FALSE,"33.8173355, -118.2076879",No,16,05,Spring
dog,white,Female,2018-09-03,2018-09-05,under age/weight,stray,field,2018-09-13,rescue,FALSE,"33.8173355, -118.2076879",No,6,09,Fall
dog,black,Male,2017-01-10,2019-01-10,normal,stray,otc,2019-01-17,transfer,FALSE,"33.8171062, -118.1741269",No,8,01,Winter
cat,gray,Neutered,2020-02-17,2023-02-17,normal,stray,otc,2023-02-28,transfer,FALSE,"33.8030149, -118.0746885",No,5,02,Winter
cat,seal point,Female,2014-01-06,2018-01-06,normal,stray,otc,2018-01-21,euthanasia,TRUE,"33.8167553, -118.1032868",No,11,01,Winter
cat,black,Spayed,2017-04-20,2017-08-20,normal,stray,otc,2017-08-26,"shelter, neuter, return",FALSE,"33.81709379999999, -118.1861161",No,7,08,Summer
dog,black,Male,2022-03-05,2023-03-05,normal,stray,otc,2023-03-25,adoption,FALSE,"33.8174647, -118.1892301",Yes,3,03,Spring
dog,black,Neutered,2017-09-28,2022-08-21,injured  moderate,stray,field,2022-10-22,rescue,FALSE,"33.8197825, -118.1064156",No,7,10,Fall
dog,tan,Female,2023-12-16,2024-01-27,under age/weight,stray,otc,2024-01-28,rescue,FALSE,"33.81738500000001, -118.197579",No,1,01,Winter
dog,fawn,Neutered,2018-10-11,2021-10-11,normal,stray,field,2021-11-16,foster to adopt,FALSE,"33.817284, -118.1976524",Yes,6,11,Fall
cat,black,Spayed,2010-06-19,2019-06-19,normal,owner surrender,field,2019-06-26,transfer,FALSE,"33.8170602, -118.1817683",No,14,06,Summer
cat,gray,Spayed,2010-06-19,2019-06-19,normal,owner surrender,field,2019-06-26,transfer,FALSE,"33.8170602, -118.1817683",No,14,06,Summer
cat,gray tabby,Female,2017-12-28,2019-12-28,normal,stray,otc,2020-01-04,transfer,FALSE,"33.8163846, -118.1113374",No,7,01,Winter
cat,brown  tabby,Female,2023-07-26,2023-08-09,under age/weight,stray,otc,2023-08-15,euthanasia,TRUE,"33.8141133, -118.0718271",No,1,08,Summer
cat,white,Neutered,2023-07-06,2023-08-09,under age/weight,stray,otc,2023-11-09,adoption,FALSE,"33.8141133, -118.0718271",Yes,1,11,Fall
cat,brown  tabby,Female,2023-07-22,2023-08-09,under age/weight,stray,otc,2023-08-13,died,TRUE,"33.8141133, -118.0718271",No,1,08,Summer
dog,white,Male,2018-08-17,2022-08-17,normal,stray,otc,2022-08-24,adoption,FALSE,"33.8141133, -118.0718271",Yes,6,08,Summer
dog,white,Spayed,2020-08-17,2022-08-17,normal,stray,otc,2022-08-27,adoption,FALSE,"33.8141133, -118.0718271",Yes,4,08,Summer
dog,black,Male,2015-11-01,2020-11-01,normal,stray,otc,2020-11-04,return to owner,FALSE,"33.7597517, -118.2409167",No,9,11,Fall
cat,gray tabby,Neutered,2023-06-29,2023-07-12,i/i report,stray,otc,2024-10-11,missing,FALSE,"33.817056, -118.182826",No,1,10,Fall
cat,snowshoe,Neutered,2014-11-02,2020-11-02,normal,stray,field,2020-11-18,rescue,FALSE,"33.8171124, -118.1948583",No,10,11,Fall
cat,brown  tabby,Spayed,2014-05-03,2018-05-03,fractious,stray,trap,2018-05-22,"shelter, neuter, return",FALSE,"33.816764, -118.1075857",No,10,05,Spring
cat,brown  tabby,Unknown,2018-04-06,2018-05-06,under age/weight,stray,field,2018-05-12,rescue,FALSE,"33.816764, -118.1075857",No,6,05,Spring
cat,calico,Unknown,2018-04-06,2018-05-08,under age/weight,stray,field,2018-05-09,rescue,FALSE,"33.816764, -118.1075857",No,6,05,Spring
bird,black,Unknown,2020-10-28,2021-10-28,injured  severe,wildlife,field,2021-10-28,euthanasia,TRUE,"33.8166617, -118.1002197",No,4,10,Fall
cat,gray tabby,Unknown,2023-09-27,2023-10-10,under age/weight,stray,field,2023-10-10,rescue,FALSE,"33.817086, -118.2031968",No,1,10,Fall
cat,black,Neutered,2020-03-13,2022-03-13,behavior  moderate,owner surrender,field,2022-07-30,rescue,FALSE,"33.8171037, -118.2154046",No,5,07,Summer
cat,black,Female,2019-06-17,2019-08-17,normal,stray,otc,2019-08-21,return to owner,FALSE,"33.8171037, -118.2154046",No,5,08,Summer
cat,black,Male,2019-06-17,2019-08-17,normal,stray,otc,2019-08-21,return to owner,FALSE,"33.8171037, -118.2154046",No,5,08,Summer
cat,black,Unknown,2018-04-20,2018-04-23,under age/weight,stray,field,2018-04-23,euthanasia,TRUE,"33.8171037, -118.2154046",No,6,04,Spring
cat,gray,Spayed,2019-05-05,2022-05-05,normal,owner surrender,field,2022-05-25,return to owner,FALSE,"33.8171037, -118.2154046",No,5,05,Spring
cat,gray,Female,2022-04-30,2022-04-29,behavior  moderate,owner surrender,field,2022-05-23,euthanasia,TRUE,"33.8171037, -118.2154046",No,2,05,Spring
cat,black,Spayed,2019-01-31,2022-01-30,ill mild,owner surrender,field,2022-07-30,rescue,FALSE,"33.8171037, -118.2154046",No,6,07,Summer
cat,black,Spayed,2019-05-05,2022-05-05,normal,owner surrender,field,2023-03-26,rescue,FALSE,"33.8171037, -118.2154046",No,5,03,Spring
cat,gray,Spayed,2021-04-18,2022-04-15,fractious,owner surrender,field,2022-09-17,rescue,FALSE,"33.8171037, -118.2154046",No,3,09,Fall
cat,gray,Spayed,2019-04-07,2021-04-08,normal,owner surrender,otc,2021-04-09,adoption,FALSE,"33.8171037, -118.2154046",Yes,5,04,Spring
cat,gray,Neutered,2022-03-21,2022-03-13,behavior  moderate,owner surrender,field,2022-05-12,adoption,FALSE,"33.8171037, -118.2154046",Yes,3,05,Spring
cat,gray,Spayed,2019-05-05,2022-05-05,normal,owner surrender,field,2023-02-12,rescue,FALSE,"33.8171037, -118.2154046",No,5,02,Winter
cat,gray,Female,2022-04-30,2022-05-05,normal,owner surrender,field,2022-06-25,adoption,FALSE,"33.8171037, -118.2154046",Yes,2,06,Summer
cat,gray,Neutered,2019-05-05,2022-05-05,normal,owner surrender,field,2023-03-22,rescue,FALSE,"33.8171037, -118.2154046",No,5,03,Spring
cat,gray,Neutered,2017-02-23,2022-02-22,normal,owner surrender,field,2022-07-27,rescue,FALSE,"33.8171037, -118.2154046",No,8,07,Summer
cat,black,Neutered,2017-02-14,2022-02-14,normal,owner surrender,field,2022-09-17,rescue,FALSE,"33.8171037, -118.2154046",No,8,09,Fall
cat,tortie,Spayed,2015-08-22,2020-08-22,injured  moderate,stray,field,2020-09-10,rescue,FALSE,"33.8169902, -118.1135342",No,9,09,Fall
dog,brown,Male,2010-05-03,2018-10-04,ill mild,stray,otc,2018-10-05,return to owner,FALSE,"33.8164251, -118.078926",No,14,10,Fall
cat,cream tabby,Neutered,2019-12-14,2022-12-14,ill moderatete,owner surrender,otc,2023-02-08,adoption,FALSE,"33.8103435, -118.075081",Yes,5,02,Winter
reptile,red,Female,2016-03-07,2018-03-07,normal,owner surrender,otc,2018-03-09,rescue,FALSE,"33.817177, -118.1714195",No,9,03,Spring
dog,blue brindle,Neutered,2019-02-22,2023-06-28,normal,owner surrender,otc,2023-06-30,rescue,FALSE,"33.8172708, -118.1772007",No,6,06,Summer
cat,black,Female,2023-07-31,2023-09-15,under age/weight,stray,otc,2023-10-16,rescue,FALSE,"33.8141133, -118.0718271",No,1,10,Fall
cat,black,Male,2020-08-07,2020-08-14,under age/weight,stray,field,2020-08-14,rescue,FALSE,"33.817104, -118.1989132",No,4,08,Summer
dog,black,Male,2017-11-13,2019-11-13,normal,stray,otc,2019-11-17,transfer,FALSE,"33.8170377, -118.2040397",No,7,11,Fall
dog,black,Neutered,2019-11-12,2021-11-13,normal,stray,otc,2022-01-22,rescue,FALSE,"33.78078, -118.153498",No,5,01,Winter
dog,tricolor,Neutered,2016-04-03,2018-10-03,normal,owner surrender,otc,2018-10-13,adoption,FALSE,"33.8707635, -118.1545307",Yes,8,10,Fall
dog,tan,Neutered,2023-04-10,2024-04-10,normal,stray,otc,2024-04-17,adoption,FALSE,"33.8720719, -118.1546083",Yes,1,04,Spring
cat,calico,Female,2020-05-11,2020-05-29,under age/weight,stray,otc,2020-05-29,rescue,FALSE,"33.8720719, -118.1546083",No,4,05,Spring
cat,tortie dilute,Female,2020-05-11,2020-05-29,under age/weight,stray,otc,2020-05-29,rescue,FALSE,"33.8720719, -118.1546083",No,4,05,Spring
dog,black,Female,2012-09-27,2017-09-27,normal,stray,otc,2017-10-04,transfer,FALSE,"33.8720719, -118.1546083",No,12,10,Fall
bird,black,Unknown,2019-08-24,2020-08-24,ill moderatete,wildlife,field,2020-08-24,transfer,FALSE,"33.7751536, -118.1533423",No,5,08,Summer
dog,brown,Spayed,2022-04-23,2024-04-23,normal,stray,field,2024-07-21,adoption,FALSE,"33.7611846, -118.1544278",Yes,2,07,Summer
dog,brown,Female,2023-05-08,2024-05-08,normal,welfare seized,police,2024-05-22,return to owner,FALSE,"33.7895563, -118.1532769",No,1,05,Spring
dog,black,Neutered,2008-09-06,2024-05-20,ill mild,stray,field,2024-05-20,return to owner,FALSE,"33.7864389, -118.1533238",No,16,05,Spring
dog,black,Male,2009-01-25,2021-09-25,normal,stray,otc,2021-10-06,return to owner,FALSE,"33.8162441, -118.0986828",No,16,10,Fall
cat,calico,Unknown,2017-05-20,2017-06-04,under age/weight,stray,field,2017-06-05,foster,FALSE,"33.816764, -118.1075857",No,7,06,Summer
dog,brown,Male,2011-04-08,2017-03-02,normal,owner surrender,otc,2017-03-03,transfer,FALSE,"33.8171037, -118.2154046",No,13,03,Spring
dog,black,Neutered,2021-03-05,2023-03-04,normal,stray,field,2023-03-31,adoption,FALSE,"33.8737331, -118.1551363",Yes,4,03,Spring
dog,blue merle,Male,2022-09-09,2024-07-06,normal,stray,field,2024-07-06,return to owner,FALSE,"33.8737331, -118.1551363",No,2,07,Summer
cat,black,Male,2022-05-11,2022-06-11,normal,stray,otc,2022-06-15,adoption,FALSE,"33.8319372, -118.1763211",Yes,2,06,Summer
dog,black,Neutered,2009-01-21,2018-07-05,normal,stray,field,2018-07-05,return to owner,FALSE,"33.8180548, -118.1846313",No,16,07,Summer
cat,black,Spayed,2022-04-15,2022-06-15,under age/weight,stray,otc,2022-07-27,adoption,FALSE,"33.8006395, -118.0558465",Yes,2,07,Summer
dog,white,Female,2015-11-01,2023-03-15,normal,stray,field,2023-04-14,adoption,FALSE,"33.8044145, -118.1736261",Yes,9,04,Spring
cat,black,Neutered,2010-09-30,2019-09-15,normal,stray,otc,2020-04-14,adoption,FALSE,"33.817056, -118.183923",Yes,14,04,Spring
cat,tortie,Female,2018-03-31,2018-06-06,fractious,stray,otc,2018-08-01,rescue,FALSE,"33.865565, -118.1910481",No,6,08,Summer
cat,white,Male,2020-08-13,2020-09-13,under age/weight,stray,otc,2020-09-21,rescue,FALSE,"33.8113701, -118.2234229",No,4,09,Fall
cat,black,Female,2019-08-22,2019-10-12,normal,stray,otc,2019-10-24,euthanasia,TRUE,"33.8189763, -118.1846853",No,5,10,Fall
dog,black,Spayed,2023-06-13,2023-10-13,normal,welfare seized,eviction,2023-11-10,homefirst,FALSE,"33.8762965, -118.1523595",No,1,11,Fall
dog,tan,Male,2023-04-13,2023-10-13,normal,welfare seized,eviction,2023-10-22,adoption,FALSE,"33.8762965, -118.1523595",Yes,1,10,Fall
dog,tan,Male,2014-05-30,2017-05-30,normal,stray,field,2017-06-09,transfer,FALSE,"33.819015, -118.2135986",No,10,06,Summer
wild,gray,Unknown,2024-03-26,2024-04-26,injured  severe,wildlife,field,2024-04-26,euthanasia,TRUE,"33.8189419, -118.1752343",No,1,04,Spring
cat,brown  tabby,Spayed,2023-09-11,2023-10-18,under age/weight,stray,otc,2023-11-18,adoption,FALSE,"33.8190678, -118.1771168",Yes,1,11,Fall
wild,gray,Unknown,2017-11-06,2018-11-06,injured  severe,wildlife,field,2018-11-06,euthanasia,TRUE,"33.8190678, -118.1771168",No,7,11,Fall
dog,tan,Neutered,2010-01-06,2018-10-31,normal,stray,otc,2018-11-01,return to owner,FALSE,"33.8190678, -118.1771168",No,15,11,Fall
dog,white,Spayed,2020-10-07,2022-10-06,normal,stray,otc,2022-10-17,transfer,FALSE,"33.8190678, -118.1771168",No,4,10,Fall
dog,tan,Neutered,2020-10-06,2022-10-06,normal,stray,otc,2022-10-13,adoption,FALSE,"33.8190678, -118.1771168",Yes,4,10,Fall
dog,red,Spayed,2011-01-18,2023-02-20,normal,welfare seized,vicious,2023-02-21,return to owner,FALSE,"33.8188957, -118.1304351",No,14,02,Winter
dog,tan,Spayed,2018-06-04,2022-06-04,normal,stray,field,2022-06-15,adoption,FALSE,"33.8192297, -118.1672742",Yes,6,06,Summer
dog,cream,Male,2013-02-13,2023-02-12,normal,stray,otc,2023-02-15,return to owner,FALSE,"33.8182973, -118.0778648",No,12,02,Winter
cat,lynx point,Female,2008-07-22,2022-07-22,ill mild,stray,otc,2022-08-01,euthanasia,TRUE,"33.7807793, -118.1524192",No,16,08,Summer
cat,orange,Spayed,2024-04-13,2024-05-21,ill mild,stray,field,2024-07-16,adoption,FALSE,"33.8612727, -118.15247",Yes,0,07,Summer
bird,black,Unknown,2017-09-24,2018-09-24,injured  severe,wildlife,field,2018-09-24,euthanasia,TRUE,"33.8612727, -118.15247",No,7,09,Fall
cat,brown  tabby,Neutered,2022-12-22,2023-10-22,ill moderatete,stray,otc,2023-11-29,adoption,FALSE,"33.8743864, -118.1524712",Yes,2,11,Fall
dog,black,Spayed,2016-06-29,2024-06-29,normal,stray,otc,2024-07-06,adoption,FALSE,"33.8743864, -118.1524712",Yes,8,07,Summer
dog,black,Female,2022-11-10,2023-04-04,injured  moderate,stray,field,2023-04-09,return to owner,FALSE,"33.873364, -118.1556482",No,2,04,Spring
cat,black,Female,2019-09-21,2019-10-26,ill mild,stray,otc,2019-11-13,rescue,FALSE,"33.7896274, -118.151579",No,5,11,Fall
cat,brown  tabby,Neutered,2014-03-31,2017-03-31,ill mild,stray,field,2017-07-04,rescue,FALSE,"33.7896274, -118.151579",No,10,07,Summer
dog,brown,Male,2019-02-18,2023-02-18,normal,stray,otc,2023-03-26,adoption,FALSE,"33.7857588, -118.1524158",Yes,6,03,Spring
wild,brown,Unknown,2021-11-08,2023-11-08,injured  severe,wildlife,field,2023-11-08,euthanasia,TRUE,"33.8189179, -118.170888",No,3,11,Fall
dog,brown,Neutered,2019-05-19,2024-05-19,normal,stray,field,2024-06-01,adoption,FALSE,"33.819639, -118.202081",Yes,5,06,Summer
dog,brown,Female,2023-11-03,2024-11-03,normal,stray,field,2024-11-12,euthanasia,TRUE,"33.819639, -118.202081",No,1,11,Fall
dog,black,Spayed,2024-03-18,2024-06-18,normal,stray,field,2024-07-24,adoption,FALSE,"33.819639, -118.202081",Yes,1,07,Summer
dog,black,Spayed,2024-03-18,2024-06-18,normal,stray,field,2024-08-01,adoption,FALSE,"33.819639, -118.202081",Yes,1,08,Summer
dog,brown,Spayed,2020-07-20,2022-07-20,normal,stray,field,2022-08-05,adoption,FALSE,"33.819639, -118.202081",Yes,4,08,Summer
cat,black,Spayed,2018-04-27,2018-05-27,under age/weight,stray,trap,2018-09-27,adoption,FALSE,"33.8189482, -118.174144",Yes,6,09,Fall
rabbit,white,Neutered,2021-12-16,2022-04-23,normal,owner surrender,otc,2022-05-18,rescue,FALSE,"33.8190281, -118.1066806",No,3,05,Spring
rabbit,white,Spayed,2021-12-16,2022-04-23,normal,owner surrender,otc,2022-06-26,adoption,FALSE,"33.8190281, -118.1066806",Yes,3,06,Summer
rabbit,white,Spayed,2021-12-16,2022-04-23,normal,owner surrender,otc,2022-06-26,adoption,FALSE,"33.8190281, -118.1066806",Yes,3,06,Summer
other,gray,Unknown,2023-05-18,2023-05-24,under age/weight,wildlife,otc,2023-05-25,euthanasia,TRUE,"33.8178889, -118.0675089",No,1,05,Spring
cat,brown,Unknown,2020-02-14,2020-02-28,under age/weight,stray,otc,2020-02-28,rescue,FALSE,"33.8178889, -118.0675089",No,5,02,Winter
cat,orange,Spayed,2021-08-11,2022-03-11,normal,stray,otc,2022-03-14,adoption,FALSE,"33.7948393, -118.1510219",Yes,3,03,Spring
cat,black,Spayed,2018-09-24,2023-09-24,normal,owner surrender,otc,2024-01-07,adoption,FALSE,"33.8188842, -118.1052085",Yes,6,01,Winter
dog,black,Male,2019-05-08,2020-02-12,normal,stray,otc,2020-02-13,return to owner,FALSE,"33.8188842, -118.1052085",No,5,02,Winter
dog,gray,Male,2017-01-24,2018-02-16,normal,owner surrender,otc,2018-02-17,transfer,FALSE,"33.819165, -118.190454",No,8,02,Winter
dog,brown,Neutered,2017-04-13,2023-04-12,normal,stray,otc,2023-04-13,return to owner,FALSE,"33.8176788, -118.0718166",No,7,04,Spring
cat,gray,Male,2022-04-22,2022-05-28,ill moderatete,stray,otc,2022-05-28,euthanasia,TRUE,"33.8191519, -118.1824419",No,2,05,Spring
cat,orange tabby,Spayed,2017-05-05,2022-05-05,normal,stray,otc,2022-06-01,community cat,FALSE,"33.8188592, -118.1078217",No,7,06,Summer
cat,orange tabby,Male,2022-04-22,2022-05-05,normal,stray,otc,2022-05-06,transfer,FALSE,"33.8188592, -118.1078217",No,2,05,Spring
cat,white,Male,2017-05-21,2017-07-05,normal,stray,otc,2017-07-06,rescue,FALSE,"33.818923, -118.169805",No,7,07,Summer
cat,brown  tabby,Unknown,2017-05-04,2018-05-04,fractious,stray,field,2018-05-07,transfer,FALSE,"33.818923, -118.169805",No,7,05,Spring
cat,brown  tabby,Neutered,2017-04-06,2017-09-06,normal,stray,field,2018-01-12,adoption,FALSE,"33.8190198, -118.2152086",Yes,7,01,Winter
cat,orange tabby,Unknown,2017-03-06,2017-09-06,normal,stray,field,2017-12-02,transfer,FALSE,"33.8190198, -118.2152086",No,8,12,Winter
cat,brown  tabby,Neutered,2018-08-17,2018-09-03,under age/weight,stray,field,2018-11-14,adoption,FALSE,"33.8190198, -118.2152086",Yes,6,11,Fall
cat,orange,Unknown,2018-08-09,2018-09-02,under age/weight,stray,field,2018-09-02,transfer,FALSE,"33.8190198, -118.2152086",No,6,09,Fall
cat,gray tabby,Female,2023-09-09,2023-10-13,ill mild,stray,otc,2023-11-12,adoption,FALSE,"33.8195732, -118.0928593",Yes,1,11,Fall
dog,black,Neutered,2014-11-14,2017-11-14,injured  mild,stray,field,2017-11-18,return to owner,FALSE,"33.8188623, -118.1279387",No,10,11,Fall
dog,white,Male,2015-10-04,2020-10-04,normal,stray,otc,2020-10-25,adoption,FALSE,"33.8188623, -118.1279387",Yes,9,10,Fall
wild,brown,Female,2023-09-26,2024-09-26,ill severe,wildlife,field,2024-09-26,euthanasia,TRUE,"33.818875, -118.0927246",No,1,09,Fall
dog,black,Spayed,2024-01-23,2024-07-21,normal,stray,otc,2024-08-01,adoption,FALSE,"33.8188796, -118.0991029",Yes,1,08,Summer
dog,tan,Neutered,2021-06-12,2024-06-12,normal,stray,otc,2024-06-21,adoption,FALSE,"33.7875933, -118.1524246",Yes,3,06,Summer
cat,black,Female,2023-02-26,2023-04-12,normal,stray,otc,2023-04-15,adoption,FALSE,"33.8190633, -118.2075433",Yes,2,04,Spring
dog,brown,Female,2023-10-16,2024-05-16,normal,stray,otc,2024-05-31,rescue,FALSE,"33.8191222, -118.1758938",No,1,05,Spring
dog,black,Female,2023-10-16,2024-05-16,normal,stray,otc,2024-05-31,rescue,FALSE,"33.8191222, -118.1758938",No,1,05,Spring
dog,gray,Male,2018-07-14,2018-11-14,normal,stray,otc,2018-12-01,adoption,FALSE,"33.7632067, -118.1517881",Yes,6,12,Winter
